sample_id,db_id,question,score,gold_sql,cate_len_tbls,cate_gold_c,need_high|wrong,need_high|correct,need_mid|wrong,need_mid|correct,need_low|wrong,need_low|correct,need_1|wrong,need_1|correct,need_2|wrong,need_2|correct,need_3+|wrong,need_3+|correct,virtual_table,description,pred_sql,s_sel,s_agg,s_nest,s_cond,s_oth,pm_score,pm_score_rank
train.2079,party_people,find the event names that have more than 2 records.,1,SELECT event_name FROM party_events GROUP BY event_name HAVING count(*)  >  2,1,high,False,True,False,False,False,False,False,True,False,False,False,False,SELECT event_name FROM party_events GROUP BY event_name HAVING count(*)  >  [PLACEHOLDER-TYPE:NUMBER],This virtual table lists the names of events organized by political parties from the 'party_events' table that have occurred more than a specified number of times. The placeholder in the HAVING clause represents the minimum count of occurrences for the events.,SELECT Event_Name FROM party_events GROUP BY Event_Name HAVING COUNT(Event_ID) > 2;,1.0,1.0,1.0,0.75,1.0,4.75,11
train.2083,pilot_record,How many pilots are there?,1,SELECT count(*) FROM pilot,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT count(*) FROM pilot,"This virtual table provides a count of all pilots from the 'pilot' table. It does not filter or group the results, thus returning the total number of pilots present in the database.",SELECT COUNT(*) AS Total_Pilots FROM pilot;,1.0,1.0,1.0,1.0,1.0,5.0,4
train.2084,pilot_record,List the names of pilots in ascending order of rank.,1,SELECT Pilot_name FROM pilot ORDER BY Rank ASC,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT Pilot_name FROM pilot ORDER BY Rank ASC,"This virtual table lists the names of pilots from the 'pilot' table, ordered by their rank in ascending order. The query retrieves the 'Pilot_name' column and sorts the results based on the 'Rank' column.",SELECT Pilot_name FROM pilot ORDER BY Rank ASC;,1.0,1.0,1.0,1.0,1.0,5.0,4
train.2087,pilot_record,"Show the names of pilots from team ""Bradley"" or ""Fordham"".",1,SELECT Pilot_name FROM pilot WHERE Team  =  'Bradley' OR Team  =  'Fordham',1,mid,False,False,False,True,False,False,False,True,False,False,False,False,SELECT Pilot_name FROM pilot WHERE Team  =  [PLACEHOLDER-TYPE:STRING] OR Team  =  [PLACEHOLDER-TYPE:STRING],This virtual table describes the names of pilots from the 'pilot' table who are associated with specific teams. The placeholders in the WHERE clause represent the names of the teams being queried.,"SELECT Pilot_name FROM pilot WHERE Team IN ('Bradley', 'Fordham');",1.0,1.0,1.0,0.0,1.0,4.0,1
train.2089,pilot_record,What are the different nationalities of pilots? Show each nationality and the number of pilots of each nationality.,1,"SELECT Nationality ,  COUNT(*) FROM pilot GROUP BY Nationality",1,high,False,True,False,False,False,False,False,True,False,False,False,False,"SELECT Nationality ,  COUNT(*) FROM pilot GROUP BY Nationality",This virtual table summarizes the number of pilots grouped by their nationality from the 'pilot' table. The placeholder in the COUNT function allows for dynamic counting of pilots based on their nationality.,"SELECT Nationality, COUNT(Pilot_ID) AS Number_of_Pilots FROM pilot GROUP BY Nationality;",0.5,1.0,1.0,1.0,1.0,4.5,2
train.2092,pilot_record,Show the names of pilots and models of aircrafts they have flied with.,1,"SELECT T3.Pilot_name ,  T2.Model FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID",3+,low,False,False,False,False,False,True,False,False,False,False,False,True,"SELECT T3.Pilot_name ,  T2.Model FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID","This virtual table provides the names of pilots along with the specific model of the aircraft they have flown. The data is sourced from the 'pilot_record' table, which links pilots to aircraft through their respective IDs. The placeholders in the query represent the relationships between the tables, allowing for dynamic querying based on pilot and aircraft information.","SELECT pilot.Pilot_name, aircraft.Model 
FROM pilot 
JOIN pilot_record ON pilot.Pilot_ID = pilot_record.Pilot_ID 
JOIN aircraft ON pilot_record.Aircraft_ID = aircraft.Aircraft_ID;",1.0,1.0,1.0,1.0,1.0,5.0,4
train.2093,pilot_record,Show the names of pilots and fleet series of the aircrafts they have flied with in ascending order of the rank of the pilot.,1,"SELECT T3.Pilot_name ,  T2.Fleet_Series FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID ORDER BY T3.Rank",3+,mid,False,False,False,True,False,False,False,False,False,False,False,True,"SELECT T3.Pilot_name ,  T2.Fleet_Series FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID ORDER BY T3.Rank","This virtual table provides a list of pilot names along with the fleet series of the aircraft they have flown. The data is sourced from the 'pilot_record', 'aircraft', and 'pilot' tables, and is organized by the rank of the pilots.","SELECT pilot.Pilot_name, aircraft.Fleet_Series 
FROM pilot 
JOIN pilot_record ON pilot.Pilot_ID = pilot_record.Pilot_ID 
JOIN aircraft ON pilot_record.Aircraft_ID = aircraft.Aircraft_ID 
ORDER BY pilot.Rank ASC;",1.0,1.0,1.0,1.0,1.0,5.0,4
train.2094,pilot_record,Show the fleet series of the aircrafts flied by pilots younger than 34,1,SELECT T2.Fleet_Series FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID WHERE T3.Age  <  34,3+,mid,False,False,False,True,False,False,False,False,False,False,False,True,SELECT T2.Fleet_Series FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID WHERE T3.Age  <  [PLACEHOLDER-TYPE:NUMBER],This virtual table provides the fleet series of aircraft flown by pilots who are younger than a specified age. The placeholders in the WHERE clause represent the age limit for filtering the pilots.,"SELECT DISTINCT aircraft.Fleet_Series 
FROM aircraft 
JOIN pilot_record ON aircraft.Aircraft_ID = pilot_record.Aircraft_ID 
JOIN pilot ON pilot_record.Pilot_ID = pilot.Pilot_ID 
WHERE pilot.Age < 34;",1.0,1.0,1.0,0.5,1.0,4.5,2
train.2097,pilot_record,List the names of pilots that do not have any record.,1,SELECT Pilot_name FROM pilot WHERE Pilot_ID NOT IN (SELECT Pilot_ID FROM pilot_record),2,high,False,True,False,False,False,False,False,False,False,True,False,False,SELECT Pilot_name FROM pilot WHERE Pilot_ID NOT IN (SELECT Pilot_ID FROM pilot_record),"This virtual table lists the names of pilots from the 'pilot' table who do not have any associated flight records in the 'pilot_record' table. The subquery checks for Pilot_IDs that exist in the 'pilot_record' table, and the main query filters out those Pilot_IDs to return only the names of pilots without records.",SELECT Pilot_name FROM pilot WHERE Pilot_ID NOT IN (SELECT Pilot_ID FROM pilot_record);,1.0,1.0,1.0,1.0,1.0,5.0,4
train.2098,cre_Doc_Control_Systems,What document status codes do we have?,1,SELECT document_status_code FROM Ref_Document_Status;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT document_status_code FROM Ref_Document_Status;,This virtual table provides a list of unique codes representing the status of documents from the 'Ref_Document_Status' table. The placeholder in the SELECT clause indicates that the user can specify which document status codes they are interested in retrieving.,SELECT document_status_code FROM Ref_Document_Status;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2099,cre_Doc_Control_Systems,What is the description of document status code 'working'?,1,SELECT document_status_description FROM Ref_Document_Status WHERE document_status_code = 'working';,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT document_status_description FROM Ref_Document_Status WHERE document_status_code = [PLACEHOLDER-TYPE:STRING];,This virtual table provides the description of a document's status from the 'Ref_Document_Status' table based on a specific status code. The placeholder in the WHERE clause represents the unique code for the document status.,SELECT document_status_description FROM Ref_Document_Status WHERE document_status_code = 'working';,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2100,cre_Doc_Control_Systems,What document type codes do we have?,1,SELECT document_type_code FROM Ref_Document_Types;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT document_type_code FROM Ref_Document_Types;,This virtual table provides a list of unique codes representing different types of documents from the 'Ref_Document_Types' table. The placeholder in the SELECT clause indicates that the user can specify which document type codes they are interested in retrieving.,SELECT document_type_code FROM Ref_Document_Types;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2101,cre_Doc_Control_Systems,What is the description of document type 'Paper'?,1,SELECT document_type_description FROM Ref_Document_Types WHERE document_type_code = 'Paper';,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT document_type_description FROM Ref_Document_Types WHERE document_type_code = [PLACEHOLDER-TYPE:STRING];,This virtual table describes the document type descriptions from the 'Ref_Document_Types' table for a specific document type code. The placeholder in the WHERE clause represents the unique code for the document type.,SELECT document_type_description FROM Ref_Document_Types WHERE document_type_code = 'Paper';,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2102,cre_Doc_Control_Systems,What are the shipping agent names?,1,SELECT shipping_agent_name FROM Ref_Shipping_Agents;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT shipping_agent_name FROM Ref_Shipping_Agents;,This virtual table provides the names of shipping agents from the 'Ref_Shipping_Agents' table. It allows users to retrieve the names associated with each shipping agent's unique code.,SELECT shipping_agent_name FROM Ref_Shipping_Agents;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2103,cre_Doc_Control_Systems,What is the shipping agent code of shipping agent UPS?,1,SELECT shipping_agent_code FROM Ref_Shipping_Agents WHERE shipping_agent_name = 'UPS';,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT shipping_agent_code FROM Ref_Shipping_Agents WHERE shipping_agent_name = [PLACEHOLDER-TYPE:STRING];,This virtual table provides the unique shipping agent code from the 'Ref_Shipping_Agents' table for a specific shipping agent name. The placeholder in the WHERE clause represents the name of the shipping agent being queried.,SELECT shipping_agent_code FROM Ref_Shipping_Agents WHERE shipping_agent_name = 'UPS';,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2104,cre_Doc_Control_Systems,What are all role codes?,1,SELECT role_code FROM ROLES;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT role_code FROM ROLES;,"This virtual table describes the unique role codes from the 'Roles' table, which represent different roles within the organization. The placeholder in the SELECT clause indicates that the user can specify which role codes they are interested in retrieving.",SELECT role_code FROM Roles;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2105,cre_Doc_Control_Systems,What is the description of role code ED?,1,SELECT role_description FROM ROLES WHERE role_code = 'ED';,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT role_description FROM ROLES WHERE role_code = [PLACEHOLDER-TYPE:STRING];,This virtual table describes the role descriptions of employees from the 'Roles' table based on a specific role code. The placeholder in the WHERE clause represents the unique code for the role.,SELECT role_description FROM Roles WHERE role_code = 'ED';,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2106,cre_Doc_Control_Systems,How many employees do we have?,1,SELECT count(*) FROM Employees;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT count(*) FROM Employees;,"This virtual table provides a count of all employees from the 'Employees' table. It does not filter or group the results, giving a total number of employees present in the database.",SELECT COUNT(*) AS employee_count FROM Employees;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2107,cre_Doc_Control_Systems,What is the role of the employee named Koby?,1,SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = 'Koby';,2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT T1.role_description FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code WHERE T2.employee_name = [PLACEHOLDER-TYPE:STRING];,This virtual table describes the role descriptions of employees from the 'Employees' table based on their names. The placeholder in the WHERE clause represents the specific employee's name.,SELECT r.role_description FROM Employees e JOIN Roles r ON e.role_code = r.role_code WHERE e.employee_name = 'Koby';,0.0,1.0,1.0,0.5,1.0,3.5,3
train.2108,cre_Doc_Control_Systems,List all document ids and receipt dates of documents.,1,"SELECT document_id ,  receipt_date FROM Documents;",1,low,False,False,False,False,False,True,False,True,False,False,False,False,"SELECT document_id ,  receipt_date FROM Documents;",This virtual table provides the unique identifier and receipt date of documents from the 'Documents' table. The placeholders can be used to filter or modify the query as needed.,"SELECT document_id, receipt_date FROM Documents;",1.0,1.0,1.0,1.0,1.0,5.0,15
train.2109,cre_Doc_Control_Systems,"How many employees does each role have? List role description, id and number of employees.",1,"SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;",2,high,False,True,False,False,False,False,False,False,False,True,False,False,"SELECT T1.role_description ,  T2.role_code ,  count(*) FROM ROLES AS T1 JOIN Employees AS T2 ON T1.role_code = T2.role_code GROUP BY T2.role_code;","This virtual table summarizes the count of employees for each role in the organization, displaying the role description and role code. The data is aggregated by role code, allowing for an overview of how many employees hold each specific role.","SELECT Roles.role_description, Roles.role_code, COUNT(Employees.employee_id) AS number_of_employees
FROM Roles
LEFT JOIN Employees ON Roles.role_code = Employees.role_code
GROUP BY Roles.role_code, Roles.role_description;",0.0,0.0,1.0,1.0,1.0,3.0,1
train.2110,cre_Doc_Control_Systems,List roles that have more than one employee. List the role description and number of employees.,1,"SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  1;",2,high,False,True,False,False,False,False,False,False,False,True,False,False,"SELECT Roles.role_description , count(Employees.employee_id) FROM ROLES JOIN Employees ON Employees.role_code = Roles.role_code GROUP BY Employees.role_code HAVING count(Employees.employee_id)  >  [PLACEHOLDER-TYPE:NUMBER];","This virtual table provides a summary of the number of employees associated with each role in the organization. It joins the 'Roles' table with the 'Employees' table based on the role code, counts the number of employees for each role, and filters the results to show only those roles that have a count greater than a specified number.","SELECT r.role_description, COUNT(e.employee_id) AS number_of_employees
FROM Roles r
JOIN Employees e ON r.role_code = e.role_code
GROUP BY r.role_description
HAVING COUNT(e.employee_id) > 1;",0.5,0.0,1.0,0.75,1.0,3.25,2
train.2111,cre_Doc_Control_Systems,What is the document status description of the document with id 1?,1,SELECT Ref_Document_Status.document_status_description FROM Ref_Document_Status JOIN Documents ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = 1;,2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT Ref_Document_Status.document_status_description FROM Ref_Document_Status JOIN Documents ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the description of the status of a specific document from the 'Ref_Document_Status' table by joining it with the 'Documents' table. The placeholder in the WHERE clause represents the unique identifier of the document for which the status is being queried.,SELECT Ref_Document_Status.document_status_description FROM Documents JOIN Ref_Document_Status ON Documents.document_status_code = Ref_Document_Status.document_status_code WHERE Documents.document_id = 1;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2112,cre_Doc_Control_Systems,How many documents have the status code done?,1,SELECT count(*) FROM Documents WHERE document_status_code = 'done';,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT count(*) FROM Documents WHERE document_status_code = [PLACEHOLDER-TYPE:STRING];,This virtual table provides a count of documents from the 'Documents' table that have a specific status. The placeholder in the WHERE clause represents the document status code being queried.,SELECT COUNT(*) AS document_count FROM Documents WHERE document_status_code = 'done';,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2113,cre_Doc_Control_Systems,List the document type code for the document with the id 2.,1,SELECT document_type_code FROM Documents WHERE document_id = 2;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT document_type_code FROM Documents WHERE document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table retrieves the document type code from the 'Documents' table for a specific document identified by its unique document ID. The placeholder in the WHERE clause represents the document's ID.,SELECT document_type_code FROM Documents WHERE document_id = 2;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2115,cre_Doc_Control_Systems,What is the name of the shipping agent of the document with id 2?,1,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = 2;,2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the names of shipping agents associated with a specific document from the 'Documents' table. The placeholder in the WHERE clause represents the unique identifier of the document.,SELECT Ref_Shipping_Agents.shipping_agent_name FROM Documents JOIN Ref_Shipping_Agents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Documents.document_id = 2;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2116,cre_Doc_Control_Systems,How many documents were shipped by USPS?,1,SELECT count(*) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = 'USPS';,2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT count(*) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code WHERE Ref_Shipping_Agents.shipping_agent_name = [PLACEHOLDER-TYPE:STRING];,This virtual table provides the count of documents associated with a specific shipping agent from the 'Ref_Shipping_Agents' table. The placeholder in the WHERE clause represents the name of the shipping agent being queried.,SELECT COUNT(*) AS total_documents FROM Documents WHERE shipping_agent_code = (SELECT shipping_agent_code FROM Ref_Shipping_Agents WHERE shipping_agent_name = 'USPS');,1.0,1.0,0.0,0.5,1.0,3.5,3
train.2117,cre_Doc_Control_Systems,Which shipping agent shipped the most documents? List the shipping agent name and the number of documents.,1,"SELECT Ref_Shipping_Agents.shipping_agent_name , count(Documents.document_id) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code GROUP BY Ref_Shipping_Agents.shipping_agent_code ORDER BY count(Documents.document_id) DESC LIMIT 1;",2,high,False,True,False,False,False,False,False,False,False,True,False,False,"SELECT Ref_Shipping_Agents.shipping_agent_name , count(Documents.document_id) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code GROUP BY Ref_Shipping_Agents.shipping_agent_code ORDER BY count(Documents.document_id) DESC LIMIT [PLACEHOLDER-TYPE:NUMBER];",This virtual table provides a summary of the number of documents handled by each shipping agent from the 'Ref_Shipping_Agents' table. It counts the documents associated with each shipping agent and orders the results in descending order based on the count. The placeholder in the LIMIT clause allows the user to specify the maximum number of shipping agents to display.,"SELECT sa.shipping_agent_name, COUNT(d.document_id) AS document_count
FROM Ref_Shipping_Agents sa
JOIN Documents d ON sa.shipping_agent_code = d.shipping_agent_code
GROUP BY sa.shipping_agent_name
ORDER BY document_count DESC
LIMIT 1;",1.0,0.0,1.0,1.0,0.5,3.5,3
train.2118,cre_Doc_Control_Systems,What is the receipt date of the document with id 3?,1,SELECT receipt_date FROM Documents WHERE document_id = 3;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT receipt_date FROM Documents WHERE document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the receipt date of a specific document from the 'Documents' table based on its unique identifier. The placeholder in the WHERE clause represents the document's ID.,SELECT receipt_date FROM Documents WHERE document_id = 3;,1.0,1.0,1.0,1.0,1.0,5.0,15
train.2119,cre_Doc_Control_Systems,What address was the document with id 4 mailed to?,1,SELECT Addresses.address_details FROM Addresses JOIN Documents_Mailed ON Documents_Mailed.mailed_to_address_id = Addresses.address_id WHERE document_id = 4;,2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT Addresses.address_details FROM Addresses JOIN Documents_Mailed ON Documents_Mailed.mailed_to_address_id = Addresses.address_id WHERE document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the detailed address information from the 'Addresses' table for documents that have been mailed. The placeholder in the WHERE clause represents the unique identifier of the document.,"SELECT Addresses.address_details 
FROM Documents_Mailed 
JOIN Addresses ON Documents_Mailed.mailed_to_address_id = Addresses.address_id 
WHERE Documents_Mailed.document_id = '4';",1.0,1.0,1.0,0.5,1.0,4.5,8
train.2120,cre_Doc_Control_Systems,What is the mail date of the document with id 7?,1,SELECT mailing_date FROM Documents_Mailed WHERE document_id = 7;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT mailing_date FROM Documents_Mailed WHERE document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the mailing dates of documents from the 'Documents_Mailed' table based on a specific document identifier. The placeholder in the WHERE clause represents the unique identifier of the document.,SELECT mailing_date FROM Documents_Mailed WHERE document_id = '7';,1.0,1.0,1.0,0.5,1.0,4.5,8
train.2123,cre_Doc_Control_Systems,What is draft detail of the document with id 7?,1,SELECT draft_details FROM Document_Drafts WHERE document_id = 7;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT draft_details FROM Document_Drafts WHERE document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the details of drafts associated with a specific document from the 'Document_Drafts' table. The placeholder in the WHERE clause represents the unique identifier of the document for which the draft details are being retrieved.,SELECT draft_details FROM Document_Drafts WHERE document_id = '7';,1.0,1.0,1.0,0.5,1.0,4.5,8
train.2124,cre_Doc_Control_Systems,How many draft copies does the document with id 2 have?,1,SELECT count(*) FROM Draft_Copies WHERE document_id = 2;,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT count(*) FROM Draft_Copies WHERE document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the total count of draft copies associated with a specific document identified by its unique document ID. The placeholder in the query represents the document ID for which the count is being requested.,SELECT COUNT(*) AS draft_copy_count FROM Draft_Copies WHERE document_id = '2';,1.0,1.0,1.0,0.5,1.0,4.5,8
train.2125,cre_Doc_Control_Systems,Which document has the most draft copies? List its document id and number of draft copies.,1,"SELECT document_id , count(copy_number) FROM Draft_Copies GROUP BY document_id ORDER BY count(copy_number) DESC LIMIT 1;",1,high,False,True,False,False,False,False,False,True,False,False,False,False,"SELECT document_id , count(copy_number) FROM Draft_Copies GROUP BY document_id ORDER BY count(copy_number) DESC LIMIT [PLACEHOLDER-TYPE:NUMBER];","This virtual table summarizes the number of copies made for each document from the 'Draft_Copies' table. The result is grouped by the document identifier and ordered by the count of copies in descending order, with a limit on the number of results returned based on a specified number.","SELECT dc.document_id, COUNT(dc.copy_number) AS number_of_draft_copies
FROM Draft_Copies dc
GROUP BY dc.document_id
ORDER BY number_of_draft_copies DESC
LIMIT 1;",1.0,1.0,1.0,1.0,0.5,4.5,8
train.2126,cre_Doc_Control_Systems,Which documents have more than 1 draft copies? List document id and number of draft copies.,1,"SELECT document_id , count(*) FROM Draft_Copies GROUP BY document_id HAVING count(*)  >  1;",1,high,False,True,False,False,False,False,False,True,False,False,False,False,"SELECT document_id , count(*) FROM Draft_Copies GROUP BY document_id HAVING count(*)  >  [PLACEHOLDER-TYPE:NUMBER];",This virtual table summarizes the number of draft copies associated with each document from the 'Draft_Copies' table. The placeholder in the HAVING clause represents the minimum count of draft copies that a document must have to be included in the results.,"SELECT document_id, COUNT(copy_number) AS number_of_draft_copies
FROM Draft_Copies
GROUP BY document_id
HAVING COUNT(copy_number) > 1;",0.5,1.0,1.0,0.75,1.0,4.25,7
train.2127,cre_Doc_Control_Systems,List all employees in the circulation history of the document with id 1. List the employee's name.,1,SELECT Employees.employee_name FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id WHERE Circulation_History.document_id = 1;,2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT Employees.employee_name FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id WHERE Circulation_History.document_id = [PLACEHOLDER-TYPE:NUMBER];,This virtual table provides the names of employees who have been involved in the circulation of a specific document. The placeholder in the WHERE clause represents the unique identifier of the document being referenced.,"SELECT Employees.employee_name 
FROM Circulation_History 
JOIN Employees ON Circulation_History.employee_id = Employees.employee_id 
WHERE Circulation_History.document_id = '1';",1.0,1.0,1.0,0.5,1.0,4.5,8
train.2128,cre_Doc_Control_Systems,List the employees who have not showed up in any circulation history of documents. List the employee's name.,1,SELECT employee_name FROM Employees EXCEPT SELECT Employees.employee_name FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id,2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT employee_name FROM Employees EXCEPT SELECT Employees.employee_name FROM Employees JOIN Circulation_History ON Circulation_History.employee_id = Employees.employee_id,"This virtual table lists the names of employees from the 'Employees' table who have not been involved in the circulation of any document. The query uses an EXCEPT clause to exclude those employees whose IDs appear in the 'Circulation_History' table, indicating their participation in document circulation.",SELECT employee_name FROM Employees WHERE employee_id NOT IN (SELECT employee_id FROM Circulation_History),1.0,1.0,0.5,0.0,1.0,3.5,3
train.2130,cre_Doc_Control_Systems,"For each document, list the number of employees who have showed up in the circulation history of that document. List the document ids and number of employees.",1,"SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;",1,high,False,True,False,False,False,False,False,True,False,False,False,False,"SELECT document_id ,  count(DISTINCT employee_id) FROM Circulation_History GROUP BY document_id;","This virtual table summarizes the circulation history of documents by counting the distinct number of employees involved in the circulation for each document. The placeholder in the SELECT clause represents the unique identifier of the document, while the count reflects the number of unique employees associated with that document.","SELECT ch.document_id, COUNT(DISTINCT ch.employee_id) AS employee_count
FROM Circulation_History ch
GROUP BY ch.document_id;",1.0,1.0,1.0,1.0,0.5,4.5,8
train.2131,company_1,List all department names ordered by their starting date.,1,SELECT dname FROM department ORDER BY mgr_start_date,1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT dname FROM department ORDER BY mgr_start_date,"This virtual table lists the names of departments from the 'department' table, ordered by the date when the manager started in each department. The ordering is based on the 'mgr_start_date' column.",SELECT Dname FROM department ORDER BY Mgr_start_date;,1.0,1.0,1.0,1.0,1.0,5.0,5
train.2133,company_1,how many female dependents are there?,1,SELECT count(*) FROM dependent WHERE sex  =  'F',1,low,False,False,False,False,False,True,False,True,False,False,False,False,SELECT count(*) FROM dependent WHERE sex  =  [PLACEHOLDER-TYPE:STRING],This virtual table provides the count of dependents from the 'dependent' table filtered by their gender. The placeholder in the WHERE clause represents the gender of the dependents being queried.,SELECT COUNT(*) AS Female_Dependents_Count FROM dependent WHERE Sex = 'F';,1.0,1.0,1.0,0.5,1.0,4.5,1
train.2134,company_1,Find the names of departments that are located in Houston.,1,SELECT t1.dname FROM department AS t1 JOIN dept_locations AS t2 ON t1.dnumber  =  t2.dnumber WHERE t2.dlocation  =  'Houston',2,low,False,False,False,False,False,True,False,False,False,True,False,False,SELECT t1.dname FROM department AS t1 JOIN dept_locations AS t2 ON t1.dnumber  =  t2.dnumber WHERE t2.dlocation  =  [PLACEHOLDER-TYPE:STRING],This virtual table describes the names of departments from the 'department' table that are located in a specific physical location. The placeholder in the WHERE clause represents the location of the department.,SELECT Dname FROM department d JOIN dept_locations dl ON d.Dnumber = dl.Dnumber WHERE dl.Dlocation = 'Houston';,1.0,1.0,1.0,0.5,1.0,4.5,1
