db_id,sample_id,target_complexity,question,target,no_bos_pred,with_bos_pred,vt,ba,BO_complexity
public_review_platform,3967,5,"What is the percentage for the Yelp businesses in ""Pets"" category of all businesses?",SELECT CAST(SUM(CASE WHEN T2.category_name = 'Pets' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.category_name) FROM Business_Categories AS T1 INNER JOIN Categories AS T2 ON T1.category_id = T2.category_id,SELECT (COUNT(bc.business_id) * 100.0 / (SELECT COUNT(*) FROM business)) AS percentage FROM business_categories bc JOIN categories c ON bc.category_id = c.category_id WHERE c.category_name = 'Pets';,SELECT (CAST(COUNT(CASE WHEN categories.category_name = 'Pets' THEN business.business_id END) AS FLOAT) / COUNT(business.business_id)) * 100 AS percentage FROM business INNER JOIN business_categories ON business.business_id = business_categories.business_id INNER JOIN categories ON business_categories.category_id = categories.category_id,SELECT CAST(SUM(CASE WHEN categories.category_name = '[placeholder-type:string]' THEN [placeholder-type:numeric] ELSE [placeholder-type:numeric] END) AS FLOAT) / SUM(CASE WHEN categories.category_name = '[placeholder-type:string]' THEN [placeholder-type:numeric] ELSE [placeholder-type:numeric] END) FROM business_categories INNER JOIN Categories AS T2 ON T1.category_id = T2.category_id,"The virtual table calculates the average of a specific numeric value from the 'business_categories' table, filtered by a given category name. It uses a conditional sum to differentiate between the specified category and others, ensuring that the average is computed correctly based on the provided category name.",5
public_review_platform,4013,7,How many short tips were left for the business with ID no.2?,SELECT COUNT(business_id) FROM Tips WHERE business_id = 2 AND tip_length = 'Short',SELECT COUNT(*) FROM tips WHERE business_id = '2' AND tip_length < 50;,SELECT COUNT(*) FROM tips WHERE business_id = '2' AND tip_length = 'Short',SELECT COUNT(business_attributes.business_id) FROM attributes INNER JOIN Business_Attributes AS T2 ON T1.attribute_id = T2.attribute_id WHERE attributes.attribute_name = '[placeholder-type:string]' AND business_attributes.attribute_value = '[placeholder-type:string]',The virtual table counts the number of businesses that have a specific attribute based on the attribute name and its corresponding value. It joins the 'attributes' table with the 'business_attributes' table to filter the results accordingly.,8
video_games,3433,7,Indicate the name of all adventure games.,SELECT T2.game_name FROM genre AS T1 INNER JOIN game AS T2 ON T1.id = T2.genre_id WHERE T1.genre_name = 'Adventure',SELECT genre_name FROM genre WHERE genre_name = 'Adventure',SELECT game.game_name FROM game JOIN genre ON game.genre_id = genre.id WHERE genre.genre_name = 'Adventure',SELECT game.genre_id FROM game WHERE game.game_name = '[placeholder-type:string]',The virtual table retrieves the genre identifier of a specific game from the 'game' table based on the game's name. The placeholder in the WHERE clause represents the name of the game being queried.,6
video_games,3483,6,Compute the average number of sales in region ID 3.,SELECT AVG(T.num_sales * 100000) FROM region_sales AS T WHERE T.region_id = 3,SELECT AVG(num_sales) FROM region_sales WHERE region_id = 3;,SELECT AVG(region_sales.num_sales * 100000) FROM region_sales WHERE region_sales.region_id = 3,SELECT region_sales.num_sales * [placeholder-type:numeric] FROM region_sales WHERE region_sales.region_id = [placeholder-type:numeric] AND region_sales.game_platform_id = [placeholder-type:numeric],"The virtual table calculates the total number of sales for a specific game platform in a specific region. The number of sales is derived from the 'num_sales' column in the 'region_sales' table, which is multiplied by a placeholder to represent the scaling factor for sales. The placeholders in the WHERE clause represent the unique identifiers for the region and the game platform.",7
toxicology,9690,7,What are the elements for bond id TR001_10_11?,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR001_10_11',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id OR atom.atom_id = connected.atom_id2 JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11',SELECT atom.element FROM connected INNER JOIN atom ON connected.atom_id = atom.atom_id WHERE connected.bond_id = 'TR001_10_11',SELECT atom.element FROM connected INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE connected.bond_id = '[placeholder-type:string]',The virtual table describes the elements of atoms that are connected by a specific bond in the database. It retrieves the element type from the 'atom' table by joining it with the 'connected' table based on the bond identifier. The placeholder in the WHERE clause represents the bond's unique identifier.,7
disney,4637,6,"Give the name of the movie which the song ""I Thought I Lost You"" is associated with.",SELECT movie_title FROM characters WHERE song = 'I Thought I Lost You',SELECT characters.movie_title FROM characters JOIN round ON characters.movie_title = round.movie_title WHERE round.song = 'I Thought I Lost You';,SELECT movie_title FROM characters WHERE song = 'I Thought I Lost You',"SELECT movies_total_gross.movie_title FROM movies_total_gross INNER JOIN characters AS T2 ON T2.movie_title = T1.movie_title WHERE characters.song IS NULL ORDER BY CAST(REPLACE(TRIM(movies_total_gross.total_gross, '[placeholder-type:string]'), ',', '') AS FLOAT) LIMIT [placeholder-type:numeric]","The virtual table lists the titles of movies from the 'movies_total_gross' table that do not have an associated song in the 'characters' table. The query joins the 'movies_total_gross' and 'characters' tables on the movie title, filtering for records where the song is null. The results are ordered by the total gross of the movies, with a limit on the number of results returned.",10
mondial_geo,8433,6,What is the population gap between the United Kingdom and Italy?,SELECT MAX(Population) - MIN(Population) FROM country WHERE Name = 'United Kingdom' OR Name = 'Italy',SELECT ABS((SELECT population FROM country WHERE name = 'United Kingdom' AND code = 'GB') - (SELECT population FROM country WHERE name = 'Italy' AND code = 'IT')) AS population_gap;,SELECT ABS((SELECT population FROM country WHERE name = 'United Kingdom' ) - (SELECT population FROM country WHERE name = 'Italy')) AS population_gap,SELECT country.area * [placeholder-type:numeric] / continent.area FROM country INNER JOIN encompasses AS T2 ON T1.Code = T2.Country INNER JOIN continent AS T3 ON T3.Name = T2.Continent WHERE continent.name = '[placeholder-type:string]' AND country.name = '[placeholder-type:string]',"The virtual table calculates the area of a specific country as a percentage of the total area of a specified continent. It retrieves the area of the country from the 'country' table and the area of the continent from the 'continent' table, using an inner join on the 'encompasses' table to link countries to their respective continents. The placeholders represent the continent's name and the country's name, allowing users to specify which country and continent they are interested in.",10
mondial_geo,8477,7,"Among the organizations where headquarters are in the 'USA', what is the percentage of the them are in 'Washington'?",SELECT CAST(SUM(CASE WHEN T2.City = 'Washington' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.City) FROM country AS T1 INNER JOIN organization AS T2 ON T1.Code = T2.Country WHERE T2.Country = 'USA',SELECT (COUNT(CASE WHEN province = 'Washington' THEN 1 END) * 100.0 / COUNT(*)) AS percentage FROM organization WHERE country = 'USA';,SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM organization WHERE country = 'USA')) AS percentage FROM organization WHERE country = 'USA' AND city = 'Washington',SELECT country.area * [placeholder-type:numeric] / continent.area FROM country INNER JOIN encompasses AS T2 ON T1.Code = T2.Country INNER JOIN continent AS T3 ON T3.Name = T2.Continent WHERE continent.name = '[placeholder-type:string]' AND country.name = '[placeholder-type:string]',"The virtual table calculates the area of a specific country as a percentage of the total area of a specified continent. It retrieves the area of the country from the 'country' table and the area of the continent from the 'continent' table, using an inner join on the 'encompasses' table to link countries to their respective continents. The placeholders represent the continent's name and the country's name, allowing users to specify which country and continent they are interested in.",10
cs_semester,966,7,"Among the students with a capability below 3, what is the difference of undergraduate students from research postgraduate students?",SELECT SUM(CASE WHEN T2.type = 'UG' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.type = 'RPG' THEN 1 ELSE 0 END) FROM RA AS T1 INNER JOIN student AS T2 ON T1.student_id = T2.student_id WHERE T1.capability < 3,"SELECT COUNT(CASE WHEN s.type = 'UG' THEN 1 END) AS UG_count, COUNT(CASE WHEN s.type = 'RPG' THEN 1 END) AS RPG_count FROM student s JOIN ra r ON s.student_id = r.student_id WHERE r.capability < 3;",SELECT (SELECT CAST(SUM(ra.capability) AS FLOAT) / COUNT(ra.student_id) FROM ra INNER JOIN student ON ra.student_id = student.student_id WHERE ra.capability < 3 AND student.type = 'UG') - (SELECT CAST(SUM(ra.capability) AS FLOAT) / COUNT(ra.student_id) FROM ra INNER JOIN student ON ra.student_id = student.student_id WHERE ra.capability < 3 AND student.type = 'RPG') AS difference,SELECT CAST(SUM(ra.capability) AS FLOAT) / COUNT(ra.student_id) FROM ra INNER JOIN student AS T2 ON T1.student_id = T2.student_id WHERE student.gpa < [placeholder-type:numeric],"The virtual table calculates the average research capability of students who have a GPA below a specified threshold. It does this by summing the research capabilities of the students from the 'ra' table and dividing it by the count of those students, ensuring that only students with a GPA less than the given value are included in the calculation.",8
cars,3145,7,Calculate the percentage of American cars among all cars.,SELECT CAST(SUM(CASE WHEN T3.country = 'USA' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM data AS T1 INNER JOIN production AS T2 ON T1.ID = T2.ID INNER JOIN country AS T3 ON T3.origin = T2.country,SELECT (COUNT(CASE WHEN country.origin = 'USA' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_american_cars FROM production INNER JOIN country ON production.country = country.origin;,SELECT (COUNT(CASE WHEN country.country = 'USA' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_american_cars FROM production INNER JOIN country ON production.country = country.origin,SELECT CAST(SUM(CASE WHEN country.country = '[placeholder-type:string]' THEN [placeholder-type:numeric] ELSE [placeholder-type:numeric] END) AS FLOAT) * [placeholder-type:numeric] / COUNT(*) FROM production INNER JOIN country AS T2 ON T1.country = T2.origin,"The virtual table calculates the average price of cars from a specific country by summing the prices of cars that belong to that country and dividing by the total count of cars. The placeholders represent the country name, the price of the car, and a numeric value for scaling the result.",6
movie_3,9300,6,What are the ratings of the film featuring behind the scenes?,SELECT rating FROM film WHERE special_features LIKE '%Behind the Scenes%',SELECT rating FROM film WHERE description LIKE '%behind the scenes%';,SELECT film.rating FROM film INNER JOIN film_text ON film.film_id = film_text.film_id WHERE film.special_features LIKE '%Behind the Scenes%',SELECT film.rental_rate FROM film INNER JOIN film_category AS T2 ON T1.film_id = T2.film_id INNER JOIN category AS T3 ON T2.category_id = T3.category_id WHERE category.name = '[placeholder-type:string]' ORDER BY film.rental_rate / film.rental_duration LIMIT [placeholder-type:numeric],"The virtual table retrieves the rental rates of films from the 'film' table, filtered by a specific category name. It joins the 'film' table with the 'film_category' table to associate films with their categories, and then further joins with the 'category' table to filter by the desired category. The results are ordered by the rental rate divided by the rental duration, allowing for a comparison of cost-effectiveness, and limited to a specified number of results.",12
movie_3,9382,6,List all the films that are rated as PG-13.,SELECT title FROM film WHERE rating = 'PG-13',SELECT * FROM film WHERE rating = 'PG-13';,SELECT title FROM film WHERE rating = 'PG-13',SELECT film.title FROM film INNER JOIN film_category AS T2 ON T1.film_id = T2.film_id INNER JOIN category AS T3 ON T2.category_id = T3.category_id WHERE category.name = '[placeholder-type:string]' LIMIT [placeholder-type:numeric],"The virtual table lists the titles of films from the 'film' table that belong to a specific category. It joins the 'film' table with the 'film_category' table to associate films with their categories, and then further joins with the 'category' table to filter by the category name. The placeholders allow users to specify the desired category and limit the number of results returned.",9
